userId,movieId,rating,timestamp,name
1,1,4.0,964982703,John
1,3,4.0,964981247,John
1,6,4.0,964982224,John
1,47,5.0,964983815,John
1,50,5.0,964982931,John
1,70,3.0,964982400,John
1,101,5.0,964980868,John
1,110,4.0,964982176,John
1,151,5.0,964984041,John
1,157,5.0,964984100,John
1,163,5.0,964983650,John
1,216,5.0,964981208,John
1,223,3.0,964980985,John
1,231,5.0,964981179,John
1,235,4.0,964980908,John
1,260,5.0,964981680,John
1,296,3.0,964982967,John
1,316,3.0,964982310,John
1,333,5.0,964981179,John
1,349,4.0,964982563,John
1,356,4.0,964980962,John
1,362,5.0,964982588,John
1,367,4.0,964981710,John
1,423,3.0,964982363,John
1,441,4.0,964980868,John
1,457,5.0,964981909,John
1,480,4.0,964982346,John
1,500,3.0,964981208,John
1,527,5.0,964984002,John
1,543,4.0,964981179,John
1,552,4.0,964982653,John
1,553,5.0,964984153,John
1,590,4.0,964982546,John
1,592,4.0,964982271,John
1,593,4.0,964983793,John
1,596,5.0,964982838,John
1,608,5.0,964982931,John
1,648,3.0,964982563,John
1,661,5.0,964982838,John
1,673,3.0,964981775,John
1,733,4.0,964982400,John
1,736,3.0,964982653,John
1,780,3.0,964984086,John
1,804,4.0,964980499,John
1,919,5.0,964982475,John
1,923,5.0,964981529,John
1,940,5.0,964982176,John
1,943,4.0,964983614,John
1,954,5.0,964983219,John
1,1009,3.0,964981775,John
1,1023,5.0,964982681,John
1,1024,5.0,964982876,John
1,1025,5.0,964982791,John
1,1029,5.0,964982855,John
1,1030,3.0,964982903,John
1,1031,5.0,964982653,John
1,1032,5.0,964982791,John
1,1042,4.0,964981179,John
1,1049,5.0,964982400,John
1,1060,4.0,964980924,John
1,1073,5.0,964981680,John
1,1080,5.0,964981327,John
1,1089,5.0,964982951,John
1,1090,4.0,964984018,John
1,1092,5.0,964983484,John
1,1097,5.0,964981680,John
1,1127,4.0,964982513,John
1,1136,5.0,964981327,John
1,1196,5.0,964981827,John
1,1197,5.0,964981872,John
1,1198,5.0,964981827,John
1,1206,5.0,964983737,John
1,1208,4.0,964983250,John
1,1210,5.0,964980499,John
1,1213,5.0,964982951,John
1,1214,4.0,964981855,John
1,1219,2.0,964983393,John
1,1220,5.0,964981909,John
1,1222,5.0,964981909,John
1,1224,5.0,964984018,John
1,1226,5.0,964983618,John
1,1240,5.0,964983723,John
1,1256,5.0,964981442,John
1,1258,3.0,964983414,John
1,1265,4.0,964983599,John
1,1270,5.0,964983705,John
1,1275,5.0,964982290,John
1,1278,5.0,964983414,John
1,1282,5.0,964982703,John
1,1291,5.0,964981909,John
1,1298,5.0,964984086,John
1,1348,4.0,964983393,John
1,1377,3.0,964982653,John
1,1396,3.0,964983017,John
1,1408,3.0,964982310,John
1,1445,3.0,964984112,John
1,1473,4.0,964980875,John
1,1500,4.0,964980985,John
1,1517,5.0,964981107,John
1,1552,4.0,964982620,John
1,1573,5.0,964982290,John
1,1580,3.0,964981125,John
1,1587,5.0,964982346,John
1,1617,5.0,964982951,John
1,1620,4.0,964983056,John
1,1625,5.0,964983504,John
1,1644,3.0,964983536,John
1,1676,3.0,964982620,John
1,1732,5.0,964981125,John
1,1777,4.0,964981230,John
1,1793,4.0,964981404,John
1,1804,5.0,964983034,John
1,1805,4.0,964983056,John
1,1920,4.0,964981780,John
1,1927,5.0,964981497,John
1,1954,5.0,964982176,John
1,1967,4.0,964981710,John
1,2000,4.0,964982211,John
1,2005,5.0,964981710,John
1,2012,4.0,964984176,John
1,2018,5.0,964980523,John
1,2028,4.0,964981888,John
1,2033,5.0,964982903,John
1,2046,4.0,964982563,John
1,2048,5.0,964982791,John
1,2054,4.0,964981747,John
1,2058,5.0,964982400,John
1,2078,5.0,964982838,John
1,2090,5.0,964982838,John
1,2093,3.0,964981710,John
1,2094,5.0,964982653,John
1,2096,4.0,964982838,John
1,2099,4.0,964982588,John
1,2105,4.0,964981725,John
1,2115,5.0,964982529,John
1,2116,5.0,964982876,John
1,2137,5.0,964982791,John
1,2139,5.0,964982791,John
1,2141,5.0,964982838,John
1,2143,4.0,964981725,John
1,2161,5.0,964981710,John
1,2174,4.0,964981680,John
1,2193,4.0,964981710,John
1,2253,2.0,964981775,John
1,2268,4.0,964982989,John
1,2273,4.0,964982310,John
1,2291,5.0,964983664,John
1,2329,5.0,964983263,John
1,2338,2.0,964983546,John
1,2353,5.0,964983861,John
1,2366,4.0,964982462,John
1,2387,5.0,964983123,John
1,2389,2.0,964983094,John
1,2395,5.0,964981093,John
1,2406,4.0,964982310,John
1,2414,3.0,964982513,John
1,2427,5.0,964982242,John
1,2450,4.0,964982620,John
1,2459,5.0,964983414,John
1,2470,5.0,964982588,John
1,2478,4.0,964984169,John
1,2492,4.0,965719662,John
1,2502,5.0,964981278,John
1,2528,3.0,964982328,John
1,2529,5.0,964982242,John
1,2542,5.0,964981265,John
1,2571,5.0,964981888,John
1,2580,5.0,964983000,John
1,2596,5.0,964981144,John
1,2616,4.0,964983080,John
1,2617,2.0,964982588,John
1,2628,4.0,964980523,John
1,2640,4.0,964982377,John
1,2641,5.0,964982620,John
1,2644,4.0,964983393,John
1,2648,4.0,964983414,John
1,2654,5.0,964983393,John
1,2657,3.0,964983426,John
1,2692,5.0,964981855,John
1,2700,5.0,964980985,John
1,2716,5.0,964983414,John
1,2761,5.0,964982703,John
1,2797,4.0,964981710,John
1,2826,4.0,964980523,John
1,2858,5.0,964980868,John
1,2872,5.0,964981680,John
1,2899,5.0,964982703,John
1,2916,4.0,964982290,John
1,2944,5.0,964981872,John
1,2947,5.0,964982176,John
1,2948,5.0,964982191,John
1,2949,5.0,964981888,John
1,2959,5.0,964983282,John
1,2985,4.0,964983034,John
1,2987,5.0,964982495,John
1,2991,5.0,964982271,John
1,2993,5.0,964982242,John
1,2997,4.0,964980896,John
1,3033,5.0,964983762,John
1,3034,5.0,964982791,John
1,3052,5.0,964981208,John
1,3053,5.0,964984086,John
1,3062,4.0,964981872,John
1,3147,5.0,964983873,John
1,3168,4.0,964982495,John
1,3176,1.0,964983504,John
1,3243,3.0,964981093,John
1,3247,3.0,964983108,John
1,3253,5.0,964981107,John
1,3273,5.0,964983536,John
1,3386,5.0,964983484,John
1,3439,4.0,964981799,John
1,3440,4.0,964981799,John
1,3441,5.0,964982328,John
1,3448,5.0,964984054,John
1,3450,5.0,964981144,John
1,3479,4.0,964981725,John
1,3489,4.0,964981775,John
1,3527,4.0,964982271,John
1,3578,5.0,964980668,John
1,3617,4.0,964980683,John
1,3639,4.0,964982271,John
1,3671,5.0,964981589,John
1,3702,5.0,964983737,John
1,3703,5.0,964981909,John
1,3729,5.0,964982363,John
1,3740,4.0,964982417,John
1,3744,4.0,964980694,John
1,3793,5.0,964981855,John
1,3809,4.0,964981220,John
1,4006,4.0,964982903,John
1,5060,5.0,964984002,John
2,318,3.0,1445714835,William
2,333,4.0,1445715029,William
2,1704,4.5,1445715228,William
2,3578,4.0,1445714885,William
2,6874,4.0,1445714952,William
2,8798,3.5,1445714960,William
2,46970,4.0,1445715013,William
2,48516,4.0,1445715064,William
2,58559,4.5,1445715141,William
2,60756,5.0,1445714980,William
2,68157,4.5,1445715154,William
2,71535,3.0,1445714974,William
2,74458,4.0,1445714926,William
2,77455,3.0,1445714941,William
2,79132,4.0,1445714841,William
2,80489,4.5,1445715340,William
2,80906,5.0,1445715172,William
2,86345,4.0,1445715166,William
2,89774,5.0,1445715189,William
2,91529,3.5,1445714891,William
2,91658,2.5,1445714938,William
2,99114,3.5,1445714874,William
2,106782,5.0,1445714966,William
2,109487,3.0,1445715145,William
2,112552,4.0,1445714882,William
2,114060,2.0,1445715276,William
2,115713,3.5,1445714854,William
2,122882,5.0,1445715272,William
2,131724,5.0,1445714851,William
3,31,0.5,1306463578,James
3,527,0.5,1306464275,James
3,647,0.5,1306463619,James
3,688,0.5,1306464228,James
3,720,0.5,1306463595,James
3,849,5.0,1306463611,James
3,914,0.5,1306463567,James
3,1093,0.5,1306463627,James
3,1124,0.5,1306464216,James
3,1263,0.5,1306463569,James
3,1272,0.5,1306463624,James
3,1275,3.5,1306463323,James
3,1302,0.5,1306464189,James
3,1371,3.0,1306463561,James
3,1587,4.5,1306464003,James
3,2018,0.5,1306464175,James
3,2080,0.5,1306463572,James
3,2090,0.5,1306464261,James
3,2105,2.0,1306463559,James
3,2288,4.0,1306463631,James
3,2424,0.5,1306464293,James
3,2851,5.0,1306463925,James
3,3024,4.5,1306464054,James
3,3210,0.5,1306463638,James
3,3703,5.0,1306463603,James
3,3949,0.5,1306464245,James
3,4518,5.0,1306463770,James
3,5048,0.5,1306464284,James
3,5181,5.0,1306463718,James
3,5746,5.0,1306463708,James
3,5764,4.5,1306464021,James
3,5919,5.0,1306463825,James
3,6238,0.5,1306464204,James
3,6835,5.0,1306463670,James
3,7899,4.5,1306464036,James
3,7991,5.0,1306463684,James
3,26409,4.5,1306463993,James
3,70946,5.0,1306463815,James
3,72378,0.5,1306464164,James
4,21,3.0,986935199,Charles
4,32,2.0,945173447,Charles
4,45,3.0,986935047,Charles
4,47,2.0,945173425,Charles
4,52,3.0,964622786,Charles
4,58,3.0,964538444,Charles
4,106,4.0,986848784,Charles
4,125,5.0,964622758,Charles
4,126,1.0,986848920,Charles
4,162,5.0,945078571,Charles
4,171,3.0,945078428,Charles
4,176,5.0,964622565,Charles
4,190,2.0,945079259,Charles
4,215,5.0,945079078,Charles
4,222,1.0,945629040,Charles
4,232,5.0,964622684,Charles
4,235,2.0,945173513,Charles
4,247,3.0,986848894,Charles
4,260,5.0,945079259,Charles
4,265,5.0,964538468,Charles
4,296,1.0,945173350,Charles
4,319,5.0,945079182,Charles
4,342,5.0,964538500,Charles
4,345,4.0,945629063,Charles
4,348,4.0,964622786,Charles
4,351,3.0,986934901,Charles
4,357,3.0,964623306,Charles
4,368,4.0,945078690,Charles
4,417,2.0,945078467,Charles
4,441,1.0,986934915,Charles
4,450,2.0,986848828,Charles
4,457,5.0,945079259,Charles
4,475,5.0,945174290,Charles
4,492,5.0,945079872,Charles
4,509,1.0,945079106,Charles
4,538,5.0,945078636,Charles
4,539,1.0,964538832,Charles
4,553,2.0,945079301,Charles
4,588,4.0,945079670,Charles
4,593,5.0,964539986,Charles
4,595,3.0,986848609,Charles
4,599,2.0,945078587,Charles
4,608,5.0,964540008,Charles
4,648,3.0,945079906,Charles
4,708,4.0,986935230,Charles
4,759,3.0,945078601,Charles
4,800,4.0,945079106,Charles
4,892,4.0,964622714,Charles
4,898,5.0,964623347,Charles
4,899,4.0,945079653,Charles
4,902,4.0,945078446,Charles
4,904,4.0,945079837,Charles
4,908,5.0,945173902,Charles
4,910,5.0,945173989,Charles
4,912,5.0,945173902,Charles
4,914,5.0,945079670,Charles
4,919,5.0,945079521,Charles
4,920,5.0,945173602,Charles
4,930,5.0,964538571,Charles
4,937,3.0,986849085,Charles
4,1025,4.0,945079232,Charles
4,1046,5.0,945173654,Charles
4,1057,3.0,964540578,Charles
4,1060,2.0,986934819,Charles
4,1073,4.0,945079483,Charles
4,1077,5.0,945173692,Charles
4,1079,2.0,945078946,Charles
4,1080,5.0,986934696,Charles
4,1084,5.0,945079259,Charles
4,1086,5.0,964539723,Charles
4,1094,3.0,964538500,Charles
4,1103,5.0,964539723,Charles
4,1136,5.0,986934625,Charles
4,1179,4.0,964539180,Charles
4,1183,1.0,964778513,Charles
4,1188,5.0,964538500,Charles
4,1196,5.0,964538763,Charles
4,1197,5.0,964538763,Charles
